Station(M)  Time(min)  Gravity(mgal)

0.0		0		3.750
-250.0		24		3.695
0.0		32		3.819
-200.0		56		3.801
0.0		64		3.858
-150.0		88		3.976
0.0		96		3.897
-100.0		120		3.976
0.0		128		3.944
-50.0		152		3.972
0.0		160		3.951
0.0		184		3.957
0.0		192		3.963
50.0		216		3.986
0.0		224		3.956
0.0		278		3.936
100.0		302		3.920
0.0		310		3.894
150.0		334		3.859
0.0		342		3.856
200.0		366		3.827
0.0		374		3.823
250.0		398		3.787
0.0		406		3.809
